61,common,5,Five common down in a V,Deal five common cards face down in a V pattern.
62,common,5,Five common down in an L,Deal five common cards face down in an L pattern.
63,common,5,Five common down,Deal five common cards face down.
64,common,6,Two flops,Deal two sets of three face up common cards each.
65,common,6,Two flops down,Deal two sets of three face down common cards each.
66,common,6,Six common down in a circle,Deal six common cards face down in a circle.
67,common,6,Six common down,Deal six common cards face down.
68,common,7,Six common down in a circle and one in the middle,"Deal six common cards face down in a circle, and deal a seventh face down in the middle of the circle."
69,common,7,Seven common down in three rows,"Deal seven common cards down in a row of four, a row of two, and a row of one."
70,common,7,Seven common down in an 'H',Deal seven common cards face down in an 'H' formation.
71,common,8,Eight commons down in four rows,Deal four rows of two face down common cards each.
72,common,8,Eight commons down in two rows,Deal two rows of four face down common cards each.
73,common,8,Eight commons down in a circle,Deal eight common cards face down in a circle.
74,common,8,Eight commons down in a square,Deal eight common cards face down in a square.
75,common,9,Eight commons down in a circle and one in the middle,"Deal eight common cards face down in a circle, and deal a ninth down in the middle of the circle."
76,common,9,"Three rows of down common cards: four, three, and two.","Deal three rows of face down common cards, a row of four, a row of three, and a row of two."
77,common,9,Three flops,Deal three sets of three face up common cards each.
78,common,9,Nine commons down in a square,Deal nine face down common cards in a 3x3 square.
79,common,9,Nine down commons in a cross,Deal nine face down common cards in a 5x5 cross.
80,common,10,Ten common down in five rows,Deal five rows of two face down common cards each.
81,common,10,Ten common down in two rows,Deal two rows of five face down common cards each.
82,common,10,Ten commons down,Deal ten face down common cards.
83,common,12,Twelve common down in six rows,Deal six rows of two face down common cards each.
84,common,15,Three rows of five commons,Deal three rows of five face-down common cards each.
85,common,16,16 commons down in a square,"Deal 16 commons face down to the table, in a 4x4 square."
86,common,25,Twenty five commons down in a square,Deal twenty five commons face down in a 5x5 square.
87,dead,4,Twos are dead,Twos do not count toward hand value.
88,dead,4,Kings are dead,Kings do not contribute to hand value.
89,dead,4,Fours are dead,Fours do not contribute to hand value.
90,dead,4,Tens are dead,Tens do not contribute to hand value.
91,dead,109,Jokers in hand are dead,Jokers in player hands do not count toward hand value.
92,dead,109,Queens kill jokers,"After a queen is dealt face up, jokers no longer contribute to hand value."
93,dead,200,Second and later spades are dead,"None of the spades in your hand contribute to hand value, except the first one."
94,dead,204,Third flipped indicates dead for you,"Each player's third flipped no peek card does not contribute to their hand value, nor do any other cards of the same rank, even if that rank was wild."
95,deal,1,Buy one,Each player in turn may match the pot to get an extra down card.
96,deal,1,Buy one,Each player may buy a down card for half the pot.
97,deal,1,Buy one,"Each player in turn may buy the oldest table card for the ante, the newest table card for double ante, or the top card of the deck for max bet. If the deck card is bought it stays down, otherwise deal a new table card."
98,deal,1,Buy one,"Each player in turn may buy the oldest table card for the ante, the second oldest for double ante, the newest table card for triple ante, or the top card of the deck for max bet. If the deck card is bought it stays down, otherwise deal a new table card."
99,deal,1,Buy one,"Each player in turn may buy the oldest table card for the ante, the second oldest for double ante, the newest table card for max bet, or the top card of the deck for free. If the deck card is bought it stays down, otherwise deal a new table card."
100,deal,1,Buy one,"Each player in turn may buy the oldest table card for free, the second oldest for the ante, the newest table card for double ante, or the top card of the deck for max bet. If the deck card is bought it stays down, otherwise deal a new table card."
101,deal,1,Up jacks can buy a down card,"If a player is ever dealt a face up jack, they may buy a down card for max bet."
102,deal,1,Buy one,"Each player in turn may buy first up table card for ante, second for 2x ante, third for max bet, top deck card for free, or down table for the pot + 2x max bet/player. If deck card or down table is bought it stays down, otherwise deal a new table card."
103,deal,1,"One down, pay to get it up",Deal each player one face down card. They may pay max bet to get it face up instead
104,deal,1,"One up, pay to get it down",Deal each player one face up card. They may pay max bet to get it down.
105,deal,1,"One down, left can pay for up","Deal one card down to each player. If the player to your left pays max bet, you get your card up."
106,deal,1,Auction one,"Deal one card face up for each player. Each player secretly puts a bid from min bet to max bet in their hand. Cards are distributed from high down in order of bid, eldest bid breaks ties."
107,deal,1,"One up, can pay to pass","Deal one up to each player. You may pay minimum bet to pass it to the player on your left instead, even if it was passed to you. If the dealer rejects the card, it is discarded"
108,deal,1,"One up, can pay to pass","Deal one card up to each player. You can pay max bet to pass the first card you get this round, even if it was passed to you."
109,deal,1,"One up, can pay to pass","Deal one card up to each player. You can pay double max bet to pass the first card you get this round, even if it was passed to you."
110,deal,1,"One up, can pay to pass","Deal one card up to each player. You can pay quadruple max bet to pass the first card you get this round, even if it was passed to you."
111,deal,1,"One up, can pay to pass, rotating deal","One up to each player, rotating the start one player left each round. You can pass your first card each round if you pay minimum bet, even it was passed to you, and get the top card off the deck instead. If a card makes it past the dealer it is discarded."
112,deal,1,Take the table or buy one,"Each player may take the table card or pay max bet to get one dealt up to them from the deck. If they take the table card, replace it."
113,deal,1,Auction one card,"Players bid on the table card in betting order, the leader (who rotates) must bid ante."
114,deal,1,Auction one card,"Players bid on the table card in betting order, the leader (who rotates) must bid ante, and players who have won an auction cannot bid."
115,deal,1,"Flip until match, deal it to matching hand",Flip cards over from the deck until a card matches the rank of player's card. Deal the card to that player.
116,deal,1,Buy one,"Each player in turn may buy the oldest table card for the ante, the next oldest for double ante, then quadruple, then octuple; or the top card of the deck for free. If the deck card is bought it stays down, otherwise deal a new table card."
117,deal,1,Buy one,"Each player in turn may buy the oldest table card for the ante, the second oldest for double ante, the newest table card for triple ante, or get the top card of the deck for free. If the deck card is bought turn it up, otherwise deal a new table card."
118,deal,1,Buy one,"Each player in turn may buy the oldest table card for free, the newest table card for the ante, or the top card of the deck for double ante. If the deck card is bought it stays down, otherwise deal a new table card."
119,deal,1,One down,Deal one card down to each player.
120,deal,1,One up,Deal one card up to each player.
121,deal,1,One no-peek to you,"Deal one card down to each player. You may not look at this card, but you must show it to all other players."
122,deal,1,"One up, can be rejected","Deal one up to each player. A player may reject any card he is dealt, forcing the player to their left to take it. Deal continues in clockwise order (never reverse) until everyone has a card."
123,deal,1,One up or down,"Deal one up to each player, but deal it down if they don't currently have a down card."
124,deal,1,One down no-peek,Deal one card down to each player. No player may look at this card.
125,deal,1,One down if no one's in,"If no one goes in, deal one card down to each player."
126,deal,1,One up if you want it,"Deal each player one card face up, if they want it."
127,deal,1,"One up if you want it, no pass","Deal each player one card face up, if they want it and if they got a card dealt to them last round."
128,deal,1,"One up if you want it, no triple pass","Deal each player one card face up, if they want it and if they haven't declined a card three times in a row."
129,deal,1,One up or down,"Deal one up to each player, they may get it down by flipping over a down card."
130,deal,1,"One up, can pass it","Deal one up to each player. A player can pass the first card he gets each round, even it was passed to him, and get the top card off the deck instead. If a card makes it past the dealer it is discarded."
131,deal,1,"One up, can pay to pass","Deal one up to each player. A player can pass the first card he gets each round if they pay double ante, even it was passed to him, and get the top card off the deck instead. If a card makes it past the dealer it is discarded."
132,deal,1,"One up, can pass it","Deal one up to each player. A player can pass the first card he gets each round, even it was passed to him, and get the top card off the deck instead. If a card makes it past the dealer it becomes the first card dealt in the next round."
133,deal,1,"One up, one switch per game",Deal one up to each player. Once per game each player may switch the card dealt to them with the next card off the deck. This must be done before the next player is dealt a card.
134,deal,1,One down with up to three rejections,"Deal one down to each player. As the cards are dealt, each player may reject (discard) their card to get another, up to three times."
135,deal,1,Draft one,"Deal one card up to the table per player. Starting with the low hand and going up in hand order, each player picks one of the cards and adds it to their hand."
136,deal,1,"One down, two rejections per game",Deal one card down to each player. Twice during the game each player may reject their dealt card and get another one.
137,deal,1,"One up, two rejections per game",Deal one card up to each player. Twice during the game each player may reject their dealt card and get another one.
138,deal,1,"One up, can reject one",Deal one up to each player. Each player may reject the first card they are dealt each round and take the top one off the deck instead.
139,deal,1,One up or down,"Deal one to each player, up or down at their choice, no player may have more than three down cards."
140,deal,1,"Auction one card, one up to the rest","Auction the top card off the deck, the winner can take the card or give it to a player of their choice. Deal everyone else one card face up."
141,deal,1,"One up, can pay to pass","Deal one up to each player. You may pay double last round's passing fee to pass it to the player on your left instead, even if it was passed to you. If the dealer rejects the card, it is discarded."
142,deal,1,"One up, down to out players","Deal one card up to each player, and one card down to every player who has folded."
143,deal,1,"One down, even to out players","Deal one card down to each player, even if they previously folded."
144,deal,1,"One up, even to out players","Deal one card up to each player, including players who have folded earlier in the round. If an out player gets a face up spade, they are back in the game."
145,deal,1,One up or down,"Deal one down to each player, they may get it up if they want."
146,deal,1,Rotating one up with extra pass,"Deal one card up with each player, the lead player rotating clockwise each round. Deal an extra up card to the lead. Starting with the lead, each player may pass one up card to their left. The last player discards one up card instead."
147,deal,1,One up or down,"Deal a down card to each player, but players who already have two down cards get an up card instead."
148,deal,1,Fours give everyone a card,"If a common four is dealt face up, deal each player an extra down card."
149,deal,1,Go fish or one up if you want it,"Each player in turn may ask another player if they have a down card of a particular rank. If the other player does, the asker gets the card, otherwise they get the top card off the deck."
150,deal,1,Pick one,"Each player in turn may pick a table card or the top card off the deck and add it to their hand. Deck cards are flipped up, table cards are replaced."
151,deal,1,Auction one,Auction off the top card off the deck.
152,deal,1,Iterative auction,"Auction the top card off the deck. The winner discards a card, which is then auctioned. Repeat until no one wants the card."
153,deal,1,Auction or buy one,"Flip one card, highest bidder gets it. Repeat until each player wins a card, players who have won a card this round may not bid. If at any point no one wants a card, the remaining players pay double ante for one card off the deck."
154,deal,1,Auction one,"Flip one card, highest bidder gets it. Repeat once for each player, players who have won three cards may not bid. If at any point no one wants a card, the remaining players pay double ante for one card off the deck."
155,deal,1,Pick one,"Each player in turn may pick a table card or the top card off the deck and add it to their hand. Deck cards stay down, table cards are replaced."
156,deal,1,"One up, pay to pass","Deal one up to each player. You may pay minimum bet to pass your first up card each round to the player on your left instead, even if it was passed to you, and max bet to pass your second. If the dealer passes, it is discarded."
157,deal,1,"One down or up, pay to pass","Deal one down to each player, you can get it up if they want. You may pay minimum bet to pass your first up card each to the player on your left instead, even if it was passed to you, and max bet to pass your second. If the dealer passes, it is discarded."
158,deal,1,Buy one,Each player in turn may buy one down card for max bet.
159,deal,1,Buy one,"Each player in turn may buy one table card or the top card off the deck.  Ranks two through five cost max bet, six through king cost double ante, and ace costs double max bet. Deck cards are flipped up to determine price, but all cards are dealt to players down."
160,deal,1,Flipped fours may buy a card,"If any player ever flips a four face up, they may buy another down card for max bet. In the case of multiple fours in the same round, start with the player to the left of the deal and go around."
161,deal,1,Up fours can buy a down card,"If a player ever flips a four face up, they may pay max bet to buy another down card."
162,deal,1,Up fours can buy another card,"If a player is ever dealt a face up four, they may pay max bet to buy another up card."
163,deal,1,Keep one,Add one of your down cards to your permanent hand.
164,deal,1,"If the second no peek is flipped, draw it","If the second no peek card is flipped face up, each player add theirs to their hand."
165,deal,2,"One up or down, can pay to pass up","Deal one down to each player, they can get it up if they want. You may pay minimum bet to pass an up card to the player on your left instead, even if it was passed to you. If the dealer rejects the card, it is discarded."
166,deal,2,Deal a two to each player,Deal one of the twos face down to each player.
167,deal,2,One down twice,Deal two hands of one card face down to each player.
168,deal,2,Two down,Deal two cards down to each player.
169,deal,2,Two up,Deal two cards up to each player
170,deal,2,Two no peek,Deal two cards face down to each player. No player may look at these cards.
171,deal,3,Three down,Deal three cards face down to each player.
172,deal,3,Three no peek,"Deal three cards down to each player, they may not look at these cards."
173,deal,3,Three up,Deal three cards face up to each player.
174,deal,3,Three up or down,"Deal three to each player, up or down at their choice, no player may have more than three down cards."
175,deal,3,Each player picks a table set,"Each player in turn picks one up table card and the two down table cards that goes with it, and put them in their hand."
176,deal,3,All pass means new kitty,"If no one goes in, deal another three table cards down as another kitty."
177,deal,4,Four down,Deal four cards down to each player.
178,deal,4,Four down no peek,Deal four cards down to each player. No player may look at these cards.
179,deal,5,Five down,Deal five cards face down to each player.
180,deal,5,Five down no peek,Deal five cards down to each player. No player may look at these cards.
181,deal,6,Three down twice,Deal each player two sets of three down cards.
182,deal,6,Six down,Deal six cards face down to each player.
183,deal,6,Six down no peek,Deal six cards face down to each player. No player may look at these cards.
184,deal,7,Seven down,Deal seven cards face down to each player.
185,deal,7,Seven down no peek,Deal seven cards down to each player. No player may look at these cards.
186,deal,8,Four sets of two down,Deal each player four sets of two down cards each.
187,deal,8,Eight down,Deal eight cards face down to each player
188,deal,9,Nine down,Deal nine cards face down to each player.
189,deal,10,Ten down,Deal ten cards face down to each player.
190,deal,10,Ten down no peek,Deal ten cards face down to each player. No player may look at these cards.
191,deal,12,Twelve down no peek,Deal twelve cards down to each player. No player may look at these cards.
192,deal,13,Thirteen down,Deal thirteen cards face down to each player.
193,deal,15,Fifteen down,Deal fifteen cards face down to each player.
194,deal,110,Table matches common means redeal,"If the last table card is the same rank as the last common card, redeal the game."
195,deal,110,Common face cards force a redeal,"If flipping a common ever reveals a face card, redeal."
196,deal,110,Up QS forces redeal,"If the queen of spades is ever dealt face up, redeal."
197,deal,110,"King of hearts forces redeal, but queen of hearts saves","At the showdown, if a king of hearts was ever dealt face up, redeal the game. However, if the queen of hearts was dealt face up after the king of hearts, or revealed at the showdown, do not redeal."
198,deal,110,The high hand can kill,"If the player with the high hand showing wants, there is a redeal."
199,deal,110,The low hand can kill,"If the player with the low hand showing wants, there is a redeal."
200,deal,110,Up wilds kill,"If any player gets a wild card specific to them face up, redeal."
201,deal,110,You flip QS to kill the game,"Before any betting round, any player may flip the queen of spades to force a redeal."
202,deal,110,"If no one opens, redeal","If no one opened in the previous round of betting, redeal."
203,deal,110,"If no one opens, redeal and increase the hand restriction","If no one opened in the previous round of betting, redeal and increase the restriction to open betting by one step."
204,deal,110,"If no one opens, redeal and decrease the hand restriction","If no one opened in the previous round of betting, redeal and decrease the restriction to open betting by one step."
205,deal,110,"If no one opens, redeal and oscillate the hand restriction","If no one opened in the previous round of betting, redeal and increase the restriction to open betting by one step up to a pair of aces, then decrease one step down to a pair of jacks, and so on."
206,deal,110,10D can force a redeal,"If a player is ever dealt the ten of diamonds face up, they can call for a redeal."
207,deal,110,Up KD kills the game,"If any player is ever dealt a face up King of Diamonds, redeal."
208,deal,110,Up KH kills the game,"If any player is ever dealt a face up King of Hearts, redeal."
209,deal,110,No queens means redeal,"If no queens were dealt face up, redeal."
210,deal,110,Up black queen forces redeal,"If a black queen is ever dealt face up, redeal."
211,deal,110,Up pair of sevens forces redeal,"If a natural pair of sevens is ever dealt face up to one player, redeal."
212,deal,110,Up pair of eights forces a redeal,"If a natural pair of eights is ever dealt face up to one player, redeal."
213,deal,110,"If no one's matched, redeal","If no one has had to match the pot by this point, redeal."
214,deal,110,Black eights force redeal,"If a player is ever dealt a black eight, redeal the game."
215,deal,110,"If the table card is a joker, redeal","If the table card is a joker, redeal for everyone still in."
216,deal,111,Get one down or a new hand,"Each player in betting order may choose to get dealt an extra card, or discard their hand a new one of the same size."
217,deal,114,Deal the deck,"Deal the deck completely out, except each player gets the same number of cards."
218,deal,116,Deal until a match,"Deal one card to each player in turn, until two cards match in rank. Give the last card to the player who already had a card of that rank."
219,deal,116,Deal back to five,Deal each player enough cards to bring their hand back to five cards.
220,deal,117,One up to each hand,Deal one card up to each hand each player still has in the game.
221,deal,301,Up fours get another down card,"If a player is ever dealt a face up four, deal them an extra down card."
222,deal,301,Sole challenger gets an extra card,"If the last player to declare went in against only one other player, they get an extra card."
223,deal,301,Reveal fours for extra cards,"Each player may reveal any fours they have, and receive an extra card for each one."
224,deal,301,Fours get a card,Anyone who went in with a four gets an extra card.
225,deal,301,Up 4C gets a free down card,"If a player is ever dealt a face up four of clubs, they get an extra down card for free."
226,deal,301,Up pair of twos gets a card,"If a player is ever dealt an up pair of twos, deal them another up card."
227,deal,301,Up twos can buy another card,"If a player is ever dealt a face up two, they may pay max bet to buy another up card."
228,deal,302,Replace duplicates,"If any card in the previous round matched the rank of another card that round, discard it and replace it from the deck."
229,deck,-24,Use a 28 card stripped deck,Take the twos through sevens out of the deck.
230,deck,-20,Use a 32 card stripped deck,Take the twos through sixes out of the deck.
231,deck,-12,"Take out 2s, 8-10, and add four jokers","Take the twos, eights, nines, and tens out of the deck, and add four jokers."
232,deck,-11,Use a 40 card stripped deck with a joker,"Take the eights, nines, and tens out of the deck, and add one joker."
233,deck,-4,Use a pinochle deck,"Use a pinochle deck. That is, shuffle the nine through ace from two decks together. Unless otherwise stated, a straight flush beats five of a kind."
234,deck,-4,Take the twos out and shuffle them separately,Take the twos out of the deck and shuffle them into their own four card deck.
235,deck,1,Add a joker to the deck,Use a 52 card deck with one joker added.
236,deck,2,Add two jokers to the deck,Use a normal 52 card deck with two jokers added.
237,deck,52,Double deck,Shuffle two poker decks together.
238,deck,201,Add one joker per player,"Use a normal poker deck, but add one joker per player."
239,declare,0,Coin in hand (in/out),Declare in/out simultaneously.
240,declare,0,"Coin in hand in/out, high card is in",Declare in/out simultaneously. The high card showing must go in.
241,declare,0,Knock in/out,"Declare in/out one at a time, starting with the player to the left of the dealer."
242,declare,0,"Knock in/out, no pass","Declare in/out one at a time, starting with the player to the left of the dealer. No passing is allowed."
243,declare,0,"Knock in/out, low and paired are in","Declare in/out one at a time, starting with the player to the left of the dealer. Low card showing any anyone paired with another player must go in."
244,declare,0,"Knock in/out, declare both hands","Declare in/out one at a time, starting with the player to the left of the dealer. You must declare separately for your low hand and your high hand."
245,declare,0,"Knock in/out, wilds must go in","Declare in/out one at a time, starting with the player to the left of the dealer. If you are holding a wild card you must go in."
246,declare,0,"Knock in/out, no pass with second chance","Declare in/out one at a time, starting with the player to the left of the dealer, no passes are allowed. If the dealer is the first to go in, everyone else gets a second chance to go in."
247,declare,0,Knock in/out until someone goes in,"Declare in/out one at a time, starting with the player to the left of the dealer. Continue until someone goes in."
248,declare,3,Coin in hand high/low,Declare high/low simultaneously.
249,declare,3,Random high/low declare,Each player randomly declares high or low.
250,declare,3,"High/low declare, up wilds must go high","Each player simultaneously declares high or low, but if you have a face up wild card you cannot declare low."
251,declare,3,High/low declare by flip,"Each player simultaneously flips over one of their remaining down cards. If they flip the one on the right, they are going high; if they flip the one on the left, they are going low."
252,declare,3,Possible high/low declare,"If the table card is six through ten, players simultaneously declare high or low."
253,declare,3,First card declares high/low,"Each player reveals the first down card they were dealt. If it is seven or less they are going low, if it is eight to king they are going high, and if it is an ace they can choose high or low. This card cannot be used in their hand."
254,declare,7,Coin in hand high/low/both,Declare high/low/both simultaneously.
255,declare,7,High/low/both declare hands,Each player simultaneously declares which hand is their high hand and which hand is their low hand.
256,declare,14,High/split-card/both declare,Simultaneous declare of high/split-card/both.
257,declare,16,Declare top hand,The dealer declares one poker hand (such as pair of threes) that will beat all other hands.
258,declare,16,Dealer declares the call rank,The dealer declares one rank to be the call rank.
259,declare,16,Dealer declare rotate rank,The dealer declares one rank to be the rotate rank.
260,declare,16,Dealer declares passing ranks,"The dealer declares one rank as the left passing rank, and another as the right passing rank."
261,declare,16,Declare using first common,Each player simultaneously declares if they are using the first common or not.
262,declare,16,Declare using second common,Each player simultaneously declares if they are using the second common or not.
263,declare,16,Select a common at random,Select one of the common cards at random and place a marker above it.
264,declare,31,Simultaneous high/low/high-card/low-card/multiple declare,"Everyone simultaneously declares if they are going for the high hand, the low hand, the low card, the high card, or some combination thereof."
265,discard,1,Pay max bet or discard for each hand,"For each hand, you must pay max bet or discard one card."
266,discard,1,Discard one and reshuffle,Each player discards a card. The discards are shuffled and placed on top of the deck.
267,discard,1,Discard one,Each player discards one card.
268,discard,1,Discard one,"Each player discards one card. If they discard a card from one of their two card hands, it is replaced by the fifth card."
269,discard,1,Discard one down card,Each player discards one of their down cards.
270,discard,1,Discard up to two,"Each player discards two cards. You can pay double ante to not discard, or ante to discard only one."
271,discard,1,High discards one,The high hand showing must discard one card of their choice.
272,discard,2,Discard one hand,Each player discards one of their two card hands.
273,discard,2,Discard up to two,Each player may discard up to two cards.
274,discard,2,Discard two down cards,Each player discards two down cards.
275,discard,2,Discard the two card hand,Discard your two card hand.
276,discard,2,Discard two,Each player must discard two cards of their choice.
277,discard,3,Discard three down cards,Each player must discard three down cards.
278,discard,4,Discard four,"Each player may discard up to three cards, four if they show an ace. Reshuffle the discards into the deck."
279,discard,5,Discard five down cards,Each player discards five down cards.
280,discard,116,Discard down to four,Each player discards all but four cards.
281,discard,116,Discard down to five,Each player must discard until they have five cards left.
282,discard,301,"Next player discards one, others discard matching",The next player in betting order discards one card. All other players must discard any cards of the same rank.
283,discard,301,Discard if red,Discard the last card flipped if it is a heart or a diamond.
284,discard,301,Discard if black,Discard the last card flipped if it is a club or a spade.
285,discard,301,Discard oldest common,Discard the oldest common card.
286,discard,301,Up pair of threes or fours discards an opponents card,"If a player is ever dealt an up pair of threes or fours, they must choose an opponent's card to discard."
287,discard,301,Winner discards one,Whoever won the auction must discard one card.
288,discard,301,Winner discards or slams one,Whoever won the auction must discard one card. They may slam another player by discarding to them. The slammed player must discard a card and draw the first player's discard.
289,discard,301,Winner discards or slams one,Whoever won the auction must discard one card. They may slam another player by discarding to them. The slammed player must discard a card and draw the first player's discard. The slammed player may also slam a third player.
290,discard,302,Discard or make three hands,"Each player must discard a card from each hand, or make three two card hands."
291,discard,303,Discard any matching the table card,"Discard all cards with the same rank as the last revealed table card, except the last revealed table card."
292,discard,303,Discard any matching the table card and fill voids,"Discard all cards with the same rank as the last revealed table card, except the last revealed table card. Replace any discarded table or common cards, common first."
293,discard,304,Discard cards after jacks,"If a jack is ever dealt face up, the next up card dealt must be discarded, as must all cards of the same rank."
294,discard,603,Discard any matching the table,Discard any cards with the same rank as a table card.
295,discard,603,Discard any matching the table and reante,Discard any cards with the same rank as a table card. If you have no cards you must fold. If you still have card you must reante.
296,discard,603,Discard any matching the table cards,Discard any cards matching the rank of the last four table cards flipped.
297,draw,1,Twist or buy one,Each player may twist a card for max bet or buy a card for double max bet.
298,draw,1,Buy one,Each player in turn may pay max bet to get an up card.
299,draw,1,Twist your bottom card for max bet,"Each player may buy an up card for max bet. They can reject or keep the card, but if they keep the card they must discard the bottom card from their stack."
300,draw,1,Twist one,"Each player may twist a card for max bet. If you twist an up card, you can get the new card down by flipping your hole card."
301,draw,1,"Twist one, get it down for extra","Each player may twist a card for double ante. If they pay max bet instead, they get the new card face down."
302,draw,1,Twist one,Each player may twist one card for max bet.
303,draw,1,Twist one,Each player may twist one card for double max bet.
304,draw,1,Twist one,"Each player starting with low hand showing and going up may twist one card. Up cards cost double ante, down cards cost max bet, and for double max bet you can discard an up card and get a down card back."
305,draw,1,"Mandatory twist, discard up","Each player in turn must pay 5x ante to draw a card, either from the top of the deck or any face up discard. Discards go face up to the table."
306,draw,1,Draw one from deck or discards,Each player may draw one card from the top of the deck or any discard. Discards are face up. Reshuffle the discards if the deck runs out.
307,draw,1,Draw one from deck or discards,Every player except the one who declared he could win may draw one card from the top of the deck or any discard. Discards are face up. Reshuffle the discards if the deck runs out.
